paper,yield_pct,reaction_class,solvent,reactor_type,paper_doi,paper_year,tR_step,tR1_s,tR2_s,T1_C,T2_C,substrate1,organolithium_reagent,intermediate,substrate2_electrophile,electrophile_type,product_final,conc_substrate_M,conc_orgLi_M,equiv_orgLi,conc_electrophile_M,substrate1_smiles,organolithium_smiles,intermediate_smiles,substrate2_smiles,product_smiles
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,84,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.1,,-60,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,81,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.316,,-60,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,64,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,1.0,,-60,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,18,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,3.16,,-60,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,18,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,10.0,,-60,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,8,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,31.6,,-60,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,76,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.01,,-70,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,83,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.0316,,-70,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,93,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.1,,-70,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,90,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.316,,-70,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,89,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,1.0,,-70,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,83,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,3.16,,-70,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,71,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,10.0,,-70,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,60,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,31.6,,-70,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,70,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.01,,-78,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,79,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.0316,,-78,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,86,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.1,,-78,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,80,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.316,,-78,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,87,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,1.0,,-78,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,81,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,3.16,,-78,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,81,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,10.0,,-78,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,76,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,31.6,,-78,,2-bromoiodobenzene,PhLi,"(Br, Li substituents on benzene ring)",PhCHO (benzaldehyde),synthetic,alcohol product,,,,,Brc1ccccc1I,[Li]c1ccccc1,Brc1ccccc1[Li],O=Cc1ccccc1,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,58,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.01,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,17,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.0316,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.1,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.316,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,1.0,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,80,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.01,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,59,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.0316,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,10,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.1,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.316,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,1.0,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,3.16,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,31.6,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,81,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.01,,-70,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,75,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.0316,,-70,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,55,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.1,,-70,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,36,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.316,,-70,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,14,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,1.0,,-70,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,5,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,3.16,,-70,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,9,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,10.0,,-70,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,31.6,,-70,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,76,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.01,,-78,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,72,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.0316,,-78,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,68,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.1,,-78,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,71,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.316,,-78,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,65,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,1.0,,-78,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,43,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,3.16,,-78,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,23,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,10.0,,-78,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,4,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,31.6,,-78,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,75,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.01,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,85,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.0316,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,58,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.1,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,37,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.316,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,33,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,1.0,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,14,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,3.16,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,10.0,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,0,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,31.6,,-50,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,74,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.01,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,88,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.0316,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,84,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.1,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,81,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,0.316,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,64,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,1.0,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
three-component-coupling-based-on-flash-chemistry-carbolithiation-of-benzyne-with-functionalized-aryllithiums-followed,18,C-C coupling,,,10.1021/ja5071762,2014.0,tR1,3.16,,-60,,dihalobenzene (benzyne precursor),PhLi,aryllithium (via carbolithiation of benzyne),,synthetic,alcohol product,,,,,Ic1ccccc1I,[Li]c1ccccc1,,,
