paper,paper_doi,source,entry_number,reactant1_name,reactant1_smiles,reactant2_name,reactant2_smiles,product_name,product_smiles,product_label,yield_pct,yield_type,conversion_pct,selectivity_pct,ee_pct,stoichiometry,reaction_class,temperature_C,residence_time_s,solvent,reactor_type,catalyst,notes
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 1,1,4-bromobenzonitrile,,n-BuLi,,iodinated benzonitrile,,4b,70.0,isolated,,,,"2.0 equiv I2, 10 min, RT",halogen-metal exchange,0.0,2.5,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Quenching of intermediate magnesium species 2a with I2.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 1,2,4-bromobenzonitrile,,n-BuLi,,aldehyde addition product (benzonitrile derivative),,4c,83.0,isolated,,,,"1.1–1.5 equiv aldehyde, 1–2 h, 0°C",halogen-metal exchange,0.0,2.5,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Quenching of intermediate magnesium species 2a with aldehyde.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 1,3,4-bromobenzonitrile,,n-BuLi,,acylated benzonitrile,,4d,85.0,isolated,,,,"1.5 equiv acyl chloride, 1–2 h, 0°C",halogen-metal exchange,0.0,2.5,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Quenching of intermediate magnesium species 2a with acyl chloride.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 1,4,3-bromobenzonitrile,,n-BuLi,,ketone addition product,,4e,68.0,isolated,,,,"1.1 equiv CuCN·2LiCl, 1–2 h, 0°C",halogen-metal exchange,0.0,1.7,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Batch quenching of diarylmagnesium species 2b with ketone in presence of CuCN·2LiCl.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 1,5,2-bromobenzonitrile,,n-BuLi,,allylated benzonitrile,,4f,74.0,isolated,,,,"2.5 equiv allyl bromide, 0.1 equiv CuCN·2LiCl, 30 min, 0°C",halogen-metal exchange,0.0,1.7,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Batch quenching of diarylmagnesium species 2c with allyl bromide.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 1,7,2-iodobenzonitrile,,n-BuLi,,allylated benzonitrile,,4h,80.0,isolated,,,,"2.5 equiv 3-bromocyclohexene, 0.1 equiv CuCN·2LiCl, 30 min, 0°C",halogen-metal exchange,0.0,2.5,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,I/Li exchange on 2-iodobenzonitrile followed by allylation with 3-bromocyclohexene.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 1,8,4-bromoanisole,,n-BuLi,,acylated anisole,,4i,68.0,isolated,,,,"1.5 equiv acyl chloride, 1–2 h, 0°C",halogen-metal exchange,0.0,25.0,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Electron-rich aryl bromide transmetalated in situ and quenched with acyl chloride.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 1,9,4-bromoanisole,,n-BuLi,,Negishi cross-coupling product,,4j,85.0,isolated,,,,"1.5 equiv, 10 h, 25°C after transmetalation to ZnCl2",halogen-metal exchange,0.0,2.5,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,PEPPSI-iPr,Batch Negishi cross-coupling after in situ transmetalation to zinc using PEPPSI-iPr catalyst.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 1,10,4-bromoanisole,,n-BuLi,,ester-containing product,,4k,70.0,isolated,,,,"1.5 equiv, 1.1 equiv CuCN·2LiCl, 1–2 h, 0°C",halogen-metal exchange,0.0,2.5,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Electron-rich aryl bromide subjected to in situ exchange–transmetalation and quenched with electrophile bearing ester group.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,1,3-iodophenyl azide,,PhLi,,m-allyl azidobenzene,,7b,83.0,isolated,,,,"2.5 equiv allyl bromide, 0.1 equiv CuCN·2LiCl, 30 min, 0°C",halogen-metal exchange,-40.0,1.25,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,m-Iodophenyl azide functionalized via in situ trapping exchange.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,2,4-iodo-2-nitrobenzene,,PhLi,,allylated nitroarene,,7c,78.0,isolated,,,,"2.5 equiv allyl bromide, 0.1 equiv CuCN·2LiCl, 30 min, 0°C",halogen-metal exchange,-20.0,1.25,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Nitro-substituted aryl iodide functionalized via in situ trapping exchange.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,3,2-iodo-5-nitrothiophene,,PhLi,,allylated nitrothiophene,,7d,73.0,isolated,,,,"2.5 equiv allyl bromide, 0.1 equiv CuCN·2LiCl, 30 min, 0°C",halogen-metal exchange,-20.0,0.1,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Nitro-substituted heteroaryl iodide functionalized.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,4,2-iodo-5-nitrothiophene,,PhLi,,indole aldehyde addition product,,7e,60.0,isolated,,,,"1.1–1.5 equiv indole aldehyde, 1–2 h, 0°C",halogen-metal exchange,-20.0,0.06,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,,Nucleophilic addition to indole aldehyde after in situ trapping exchange.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,5,2-iodo-5-nitrothiophene,,PhLi,,acylated nitrothiophene,,7f,63.0,isolated,,,,"1.5 equiv acyl chloride, 1.1 equiv CuCN·2LiCl, 1–2 h, 0°C",halogen-metal exchange,-20.0,0.06,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Acylaion of nitrothiophene-derived organozinc species.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,6,4-iodoacetophenone,,PhLi,,allylated ketone,,7g,73.0,isolated,,,,"2.5 equiv allyl bromide, 0.1 equiv CuCN·2LiCl, 30 min, 0°C",halogen-metal exchange,-60.0,0.08,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Ketone-containing aryl iodide functionalized at -60°C.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,8,ethyl 4-iodobenzoate,,PhLi,,allylated ester,,7i,70.0,isolated,,,,"1.5 equiv acyl chloride, 1.1 equiv CuCN·2LiCl, 1–2 h, 0°C",halogen-metal exchange,-40.0,0.94,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Ester-containing aryl iodide functionalized via in situ magnesium transmetalation.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,9,4-isothiocyanatoiodobenzene,,PhLi,,allylated isothiocyanate,,7j,68.0,isolated,,,,"2.5 equiv allyl bromide, 0.1 equiv CuCN·2LiCl, 30 min, 0°C",halogen-metal exchange,-20.0,1.25,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Isothiocyanate-containing aryl iodide functionalized without addition to C=N=S.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,10,3-isothiocyanatoiodobenzene,,PhLi,,allylated isothiocyanate,,7k,65.0,isolated,,,,"2.5 equiv allyl bromide, 0.1 equiv CuCN·2LiCl, 30 min, 0°C",halogen-metal exchange,-60.0,0.07,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Meta-substituted isothiocyanate functionalized.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,11,2-isothiocyanatoiodobenzene,,PhLi,,allylated isothiocyanate,,7l,67.0,isolated,,,,"2.5 equiv allyl bromide, 0.1 equiv CuCN·2LiCl, 30 min, 0°C",halogen-metal exchange,-60.0,0.15,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Ortho-substituted isothiocyanate functionalized.
Ketels et al. 2017 - Synthesis of polyfunctional diorganomagnesium and d ... ange of highly functionalized (hetero)aryl halides in continuous flow,10.1002/anie.201706609,Table 2,12,4-isothiocyanatobromobenzene,,PhLi,,acylated isothiocyanate,,7m,63.0,isolated,,,,"1.5 equiv acyl chloride, 1.1 equiv CuCN·2LiCl, 1–2 h, 0°C",halogen-metal exchange,-20.0,0.94,tetrahydrofuran,T-shaped micromixer + capillary/coil reactor,CuCN·2LiCl,Bromide analog of isothiocyanate substrate subjected to acylation.
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_2_table_0_extracted.csv,1,,c1ccccc1.[Li],,CCN(CC)ON(=O)c1c(Cl)cccc1Cl,,CCN(CC)c1ccccc1,2a,,GC,,,,1.1 equiv aminating reagent,C-N coupling,-78.0,,tetrahydrofuran,flask,none,Batch reaction; no product detected (n.d.); undesired nucleophilic attack on carbonyl led to benzophenone and triphenylmethanol byproducts
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_2_table_0_extracted.csv,3,,c1ccccc1.[Li],,CCN(CC)ON(=O)c1c(C)cc(C)cc1C,,CCN(CC)c1ccccc1,2a,33.0,GC,,,,1.1 equiv aminating reagent,C-N coupling,-78.0,,tetrahydrofuran,flask,none,"Aminating reagent with mesityl group gave 33% yield of N,N-diethylaniline"
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_2_table_0_extracted.csv,6,,c1ccccc1.[Li],,CCN(CC)ON(=O)c1c(Cl)cccc1Cl,,CCN(CC)c1ccccc1,2a,81.0,GC,,,,1.1 equiv aminating reagent,C-N coupling,-78.0,,tetrahydrofuran,flask,none,"Optimized aminating reagent: O-(2,6-dichlorobenzoyl)-N,N-diethylhydroxylamine (1f); gave 81% yield"
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_2_table_1_extracted.csv,1,,COc1ccc(Br)cc1,"O-(2,6-dichlorobenzoyl)-N,N-diethylhydroxylamine",,,CCN(CC)c1ccc(OC)cc1,2b,,GC,,,,1.1 equiv aminating reagent,C-N coupling,0.0,3.1,tetrahydrofuran,"flow microreactor system with two micromixers (M1, M2; 250 μm inner diameter) and two microtube reactors (R1, R2)",,"Aryllithium generated in situ from p-bromoanisole; residence time in R1 = 3.1 s, R2 = 9.0 s"
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_2_table_1_extracted.csv,4,,Fc1ccc(Br)cc1,"O-(2,6-dichlorobenzoyl)-N,N-diethylhydroxylamine",,,CC.CCN(CC)c1ccc(F)cc1,2e,,GC,,,,1.1 equiv aminating reagent,C-N coupling,0.0,0.01,tetrahydrofuran,"flow microreactor system with two micromixers (M1, M2; 250 μm inner diameter) and two microtube reactors (R1, R2)",,"Aryllithium generated in situ from 4-bromofluorobenzene; residence time in R1 = 0.01 s, R2 = 8.2 s"
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_2_table_1_extracted.csv,8,PhLi,c1ccccc1.[Li],"O-(2,6-dichlorobenzoyl)-N,N-diethylhydroxylamine",,,CCN(CC)c1ccccc1,2a,,GC,,,,1.1 equiv aminating reagent,C-N coupling,0.0,,tetrahydrofuran,"flow microreactor system with two micromixers (M1, M2; 250 μm inner diameter) and two microtube reactors (R1, R2)",,Direct use of preformed phenyllithium; R2 residence time = 8.2 s
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_2_table_1_extracted.csv,9,PhLi,c1ccccc1.[Li],"O-(2,6-dichlorobenzoyl)-N,N-diethylhydroxylamine",,,CCN(CC)c1ccccc1,2i,62.0,isolated,,,,1.1 equiv aminating reagent,C-N coupling,0.0,,tetrahydrofuran,"flow microreactor system with two micromixers (M1, M2; 250 μm inner diameter) and two microtube reactors (R1, R2)",,Direct use of PhLi with dibutylamino-based aminating reagent; isolated yield 62%
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_2_table_1_extracted.csv,10,PhLi,c1ccccc1.[Li],"O-(2,6-dichlorobenzoyl)-N,N-diethylhydroxylamine",,,CCN(CC)c1ccccc1,2j,85.0,isolated,,,,1.1 equiv aminating reagent,C-N coupling,0.0,,tetrahydrofuran,"flow microreactor system with two micromixers (M1, M2; 250 μm inner diameter) and two microtube reactors (R1, R2)",,Direct use of PhLi with methyl 2-phenylethyl amino-based aminating reagent; isolated yield 85%
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_2_table_1_extracted.csv,11,BuLi,CCCC.[Li],"O-(2,6-dichlorobenzoyl)-N,N-diethylhydroxylamine",,,CCN(CC)c1ccccc1,2k,,GC,,,,1.1 equiv aminating reagent,C-N coupling,0.0,,tetrahydrofuran,"flow microreactor system with two micromixers (M1, M2; 250 μm inner diameter) and two microtube reactors (R1, R2)",,Direct use of n-butyl lithium; R2 residence time = 8.2 s
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_3_table_1_extracted.csv,1,,COC1=CC=CC(Br)=C[CH]C1.C[CH]1234C[CH]15C2C(C=C3Br)C54,"Obenzoyl-N,N-diethylhydroxylamine derivative bearing 2,6-dichlorobenzoyl group (1f)",,,CCN(CC)c1cccc(OC)c1,,,GC,,,,1.1 equiv of the aminating reagent was used,C-N coupling,0.0,,tetrahydrofuran,"microreactor system with two micromixers (M1, M2) and two microtube reactors (R1, R2); inner diameter 250 µm",,"Aryllithium generated in situ from bromo-substituted aryl precursor using BuLi (0.42 M in hexane, 1.5 mL/min) and substrate solution (0.10 M in THF, 6.0 mL/min); aminating reagent 1f (0.22 M in THF, 4.0 mL/min) added in second mixing stage; tR1 and tR2 are independent residence times in sequential reactor zones; yield determined by GC using 1,3,5-trimethoxybenzene as internal standard"
Kim et al. 2018 - A catalyst-free amination of functional organolithium reagents by flow chemistry,10.1002/anie.201713031,page_3_table_1_extracted.csv,3,C=C/C=C\C(=C)[N]CC,,"Obenzoyl-N,N-diethylhydroxylamine derivative bearing 2,6-dichlorobenzoyl group (1f)",,,,,,GC,,,,1.1 equiv of the aminating reagent was used,C-N coupling,0.0,,tetrahydrofuran,"microreactor system with two micromixers (M1, M2) and two microtube reactors (R1, R2); inner diameter 250 µm",,"Aryllithium generated in situ from bromo-substituted aryl precursor using BuLi (0.42 M in hexane, 1.5 mL/min) and substrate solution (0.10 M in THF, 6.0 mL/min); aminating reagent 1f (0.22 M in THF, 4.0 mL/min) added in second mixing stage; tR1 and tR2 are independent residence times in sequential reactor zones; yield determined by GC using 1,3,5-trimethoxybenzene as internal standard"
Ganiek et al. 2018 - Mild homologation of esters through continuous flow chloroacetate Claisen reactions,10.1002/anie.201810158,Table 1,,,CCOC(=O)c1cccc(Cl)c1,dichloroacetic acid,,,O=C(c1cccc(Cl)c1)C(Cl)Cl,,,,,,,1.1 equiv dianion,nucleophilic addition,,60.0,tetrahydrofuran,continuous flow reactor,LiHMDS,
Ganiek et al. 2018 - Mild homologation of esters through continuous flow chloroacetate Claisen reactions,10.1002/anie.201810158,Table 1,,,C=C(C)C1CCC(C)CC1OC(=O)c1ccc(C(=O)OC)cc1,chloroacetic acid,,,C=C(C)C1CCC(C)CC1OC(=O)c1ccc(C(=O)CCl)cc1,,,,,,,1.1 equiv dianion,nucleophilic addition,-78.0,60.0,tetrahydrofuran,continuous flow reactor,LiHMDS,
Ganiek et al. 2018 - Mild homologation of esters through continuous flow chloroacetate Claisen reactions,10.1002/anie.201810158,Table 1,,,COC(=O)c1ccc(C2OCCO2)cc1,chloroacetic acid,,,O=Cc1ccc(C(=O)CCl)cc1,,71.0,isolated,,,,1.1 equiv dianion,nucleophilic addition,-78.0,60.0,tetrahydrofuran,continuous flow reactor,LiHMDS,
Ganiek et al. 2018 - Mild homologation of esters through continuous flow chloroacetate Claisen reactions,10.1002/anie.201810158,Table 1,,,COC(=O)c1ccc(C2OCCO2)cc1,dichloroacetic acid,,,O=C(c1ccc(C2OCCO2)cc1)C(Cl)Cl,,60.0,isolated,,,,1.1 equiv dianion,nucleophilic addition,-78.0,60.0,tetrahydrofuran,continuous flow reactor,LiHMDS,
Ganiek et al. 2018 - Mild homologation of esters through continuous flow chloroacetate Claisen reactions,10.1002/anie.201810158,Table 1,,,COC(=O)c1ccc(C)cc1,chloroacetic acid,,,Cc1ccc(C(=O)CCl)cc1,,76.0,isolated,,,,1.1 equiv dianion,nucleophilic addition,-78.0,60.0,tetrahydrofuran,continuous flow reactor,LiHMDS,
Ganiek et al. 2018 - Mild homologation of esters through continuous flow chloroacetate Claisen reactions,10.1002/anie.201810158,Table 1,,,COC(=O)c1cccc(Br)n1,chloroacetic acid,,,O=C(CCl)c1cccc(Br)n1,,80.0,isolated,,,,1.1 equiv dianion,nucleophilic addition,-78.0,60.0,tetrahydrofuran,continuous flow reactor,LiHMDS,
Ganiek et al. 2018 - Mild homologation of esters through continuous flow chloroacetate Claisen reactions,10.1002/anie.201810158,Table 1,,,COC(=O)c1ccc2ccccc2n1,chloroacetic acid,,,O=C(CCl)c1ccc2ccccc2n1,,66.0,isolated,,,,1.1 equiv dianion,nucleophilic addition,-78.0,60.0,tetrahydrofuran,continuous flow reactor,LiHMDS,
